Review,isPositive
"this cd would be six stars if possible if all the other tracks but 'spanish grease' and 'fried neckbones and some homefries'. were removed. as it is, it gets a five. grooves don't get any better than this.",TRUE
"as one of jehovahs witnesess i loved this book it was very well written in expressing what happened to out brothers and sistersduring ww2 .this is hard to read in different areas but it also shows heart and courage that a young girl showed at this very hard time.it is incredibly faith strenthening , i encourage all to read this amazing book . epeically fellow brothers and sisters . you will not regret it i promise .jaina",TRUE
"only 2 drawbacks:1. does not hold discs in their sleeves when turned upside-down2. zipper can be difficult to grab when unzipped completelyotherwise, a great case.",TRUE
"i've looked at and tried lots of cookbooks, but the fannie farmer cookbook is the only one i use. the recipes are very good, easy to follow, and any information you want about cooking is in this book. a close friend wanted to borrow a cookbook, but i couldn't bring myself to lend it out. it makes cooking so easy, i even used my mother's fannie farmer cookbook when i was little. you'll never regret getting this cookbook.",TRUE
"i have used strivectin-sd for 6 years on my face, neck and chest. while others around me have aged, i look younger. takes a small amount of product, my tube lasts me a year and i use it just once a day. i also use the concentrate under my eyes, on my neck and around my mouth. even medical professionals are suprised that i am 62. this produce knocked at least ten years off of my face. i look much younger now than i did at 55.",TRUE
"what i liked most about this book is that it explained meditation in light of an explication of sutras. there is no question of whether this teaching is authentic to teh buddha's teaching, because it is so tied to the sutra. the advice is clear, practical, and easy to apply. -roger ost",TRUE
the new songs are really good -- i was surprised! they should make a whole new cd instead of a half-live cd.this is just great rock music that is fun to listen to -- not like the depressing rock the 90's rock bands make.,TRUE
"europe 72 is a great grateful dead cd. it is not, """"""""without question the finest live dead you will ever hear."""""""" that is a statement actually far from the truth. 1972 was a great year for the band, and the europe 72 cd is well worth purchasing. they jam songs out quite well, such as china cat sunflower and truckin', while incorporating their own folk tunes such as jack straw, brown eyed woman, and ramble on rose. this is a great place to start because it shows how versitle the group really is. introducing someone to this cd is a great compromise between showing them the wildly psychedelic dark star/ feedback stuff from the late 60's and the straight up folk rock from american beauty. pick up this cd for some solid dead, but keep in mind that these are still fairly conservative versions of most of the songs.",TRUE
"this is a follow-up book to dark prince and if you like romance and vampires, this is the book for you. the begining was very interesting and it was nice to see a continuation of previous characters. the main characters, shea and jacques, had good chemistry and the action did not overwhelm the love story. it was also quite funny in places. i am looking forward to the next book.",TRUE
"this is really a fantastic reggae cd! perfect to listen to, by the pool, with a glass of rum and a cigar!!garrett valentino",TRUE
this book is a story about survival. a young 12 yr old boy finds himself stranded in the canadian wildness after going for a flight for his birthday. the pilot dies from a sudden heart attack and the plane comes falling down. the boy calls for help but there's no answer. he has only his 'hatchet' to use for food. somehow he survives and gets rescued later on by another pilot. i recommend this book for the 8-14 age group.,TRUE
"this little radio has great sound, as well as being nicely designed and unobtrusive. just be aware a cord is not included--so unless you are willing to purchase one, it runs only on batteries.",TRUE
i bought several of these for my nephews and daughter. so far i have built 3 of them and all of them worked great. no broken parts. the trucks are fast and durable. the most damage so far is the body popping off occasionally.,TRUE
"great game. no other game in the final fantasy series gives you so much freedom to develop your characters. through the job system, you can design each of the characters however you like, and modify on-the-fly. every game will play a little differently, depending on what jobs you combine. if you like games like final fantasy tactics for the customization, but hate strategy and would rather have a full rpg, look no further.",TRUE
"while i confess to being an inveterate dean koontz fan (since back when he was dean r. koontz), i have to say that this ranks among his best. koontz has had a tendency of late to become a bit lazy and fall back on tried and true formulas (an innocent taking on a nefarious government secret plot, et. al.). this story breaks form with his prior efforts, branching off into new and very welcome territory.his villian enoch (junior) cain is among the best characters koontz has ever created. and he takes us so effortlessly into the mind of this madman, creating a twisted logic for his every action, that you end up almost feeling sorry for this psycho. (i said """"""""almost."""""""")on the downside, the book could have done with a little judicious editing. cutting by 75-100 pages would have picked up the pace just enough to make this effort truly sing. but it's well worth the read as is.",TRUE
"this is a nice but somewhat elementary game. i would suggest it for younger children. what is nice is that it is used on your tv set which makes it much bigger than a hand held or computer game. the graphics are descent but i found that the games were different from the original tetris that would be played using playstation, for instance. if you're looking for the orignal tetris music and graphics, you will not find it with this game. still, i found it ok.",TRUE
"i saw this movie as a teenager, and have bought it now for my kids! i was glad to find it and be able to show them this excelent story of good, evil, and the necessary balance between them that avoids absolutes.",TRUE
"as an elvis fan, i loved the video, """"""""viva las vegas"""""""". ann margaret & elvis together were great. loved the sights of las vegas & the music. i loved the special edition with a book of pictures of elvis & ann margaret. i also ordered """"""""barbarella"""""""" & received a copy with the wrong area code. of course it would not play so i returned it asking for a dvd that would play. i am very dissapointed that i am getting a refund & not another dvd that would play for me. amazon has never dissapointed me before, thank you for good service. dale catlett",TRUE
"to me i think this duo was excellent and their songs are lovely and they play in every reggae parties in zurich. everyone should check out their new single """"""""longtime"""""""" it's amaizing. tanto and devonte keep it up!",TRUE
i bought this to help my grandson learn math. he enjoys it and has played it for hours at a time! much better than x-box!!!no problems with shipping or quality of the product.,TRUE
"i like the kensington wireless presenter, its simple, not very expensive and does its job. the laser also works pretty well, you can use the laser even if you dont plug in the usb receiver into the computer. the fact the the usb receiver is also stored inside the remote and acts as a switch, makes you not lose it. overall, recommended.",TRUE
this book is another product of this prolific writer and adds to the enjoyment he brings to all who sample his wares. to see this woman ammass an empire only to dedicate it to the destruction of her former lover makes one shudder at her dedication to this act. as an author myself i dream of the day when i can write something as compelling as this work. i am don bain author of will the sun shine and beyond the limb.,TRUE
"i've purchased a couple of similar items, but this one is my favorite. i had a bleeding gum problem, but after a week of using this at a lower level, then upping the pressure, i no longer have that problem. in fact, my visit to the dentist was better than normal! this unit is small and just the right size water reservoir. i highly recommend this unit!",TRUE
the show's content and messages are timeless treasures that are enoyable for all generations. leave it to beaver portrays family life in a positive way. in today's society this is hard to find. this dvd set is a great one to add to your family movie collection!,TRUE
"i bought this for my sister's new cat. joey pounced on it, wrestled with it, then settled down for a nap on it. he loves his new mat!",TRUE
"my son was interested in learning more about the languages that tolkien invented, and this book serves the purpose without going into the excruciating detail of an academic tome. it's short and has a lot of information that avid readers of tolkien will appreciate.",TRUE
was a good buy for the money. works fine. comes with a usb port on the back for connecting typical usb devices direct to the router so that you can share printers without having to set up a home network and all that. running win xp and win 7.,TRUE
"we purchased this radio after sleeping through the tornado sirens during a severe storm. the radio is easy to set up and has a very loud alarm. we were promptly notified of incoming storms the rest of the summer. the radio is easily programmed. you can edit both your location and which alarms you want. this customization is critical to prevent unwanted alarms and the subsequent ignoring of alarms. so far, the alarm has gone off 100% of the time a warning was issued for our county, yet it has not produced any unwanted or out of the area alerts. the battery back-up is a nice feature to keep the radio operational during power outages. i would highly suggest anyone who lives in areas that experience sudden, severe storms and tornadoes purchase one of these radios!",TRUE
"we have a 47-pound mutt (lab and shepard), and she loves this bed! its very soft and plenty of space. even almost a year later it has kept its loft (unlike some of the past beds we had for her). it does collect a lot of hair due to the sherpa lining inside, but i simply use the vacuum pet attachment to clean it, and it looks like new!",TRUE
"another excellent masterpiece from mr. rod stephen.it is a magnificent assistant as much for the programmer as for any personinterested in to learn or to perfect their knowledge about visual basic 2005.this book includes all and each one of the relative topics to visual basic 2005, althoughsome have not been treated in all their depth, due to the extensive of the language.in short, this it is another book that will be added to the list of successes to which the author has us accustomed to.",TRUE
"john ringo and tom kratman's watch on the rhine tells of evil invaders - the posleen, a space-conquering horde with an insatiable appetite for aliens - and allies of earth who give earthlings the rejuvenation key to limitless warriors to battle them. whether this technology is friend or foe will be told in a desperate battle in this fast-paced adventure.",TRUE
there were many inspirational stories in this book...many (coincidentally) involving ways music is used to touch hearts and lift spirits.,TRUE
"yet another winning performance by morgan freeman. realistic in everyway, great for all who love a good drama, filled with emotion.",TRUE
"e-40 drops another cd which as always is laced with his talent. all the songs are dope. i hate r&b, but even the r&b songs on his cd are tight. federal and in a major way were better, but this cd is still tight",TRUE
"a bit on the big side for your average tool box but robust and reliable, all in all a quality tool.",TRUE
"great buy and new for a very cheap price, the shipment was faster than expected. will do business with again!!!!!!",TRUE
"i found that this book of poetry by euphrates lois was divided into three chapters - chapter one is about general topics such as love, friendship and romance. chapter two is dedicated to alcoholics and addicts. chapter three is my favorite because it talks about the love of god and nature. i really appreciate this kind of poetry. it touches your soul.",TRUE
a very good series. i love reading stephen king books but i have enjoyed this series the most of all.,TRUE
"i searched high and low for the song that accompanied clark griswold's watching of his old family movies during my favorite movie """"""""christmas vacation""""""""...well...i found it on this album. not only did i get the song i was looking for, but also a bunch of other songs that were equally as enjoyable. you can't go wrong with ray charles, he is truly a master. and to have him over for christmas is a true blessing! don't miss this one! you won't be sorry! a true chrismas classic",TRUE
"an invaluable book to avoid potential wedding/social faux pas. has guidance from invitations to thank you letters and everything in between. if you're wanting more value for the money, i would suggest """"""""emily post's etiquette (16th edition or latest)"""""""" as it covers wedding (albeit not as detailed), social and business etiquette areas.",TRUE
"boxing ghandis defy easy categorizing. their music is an eclectic mix of jazz, pop, funk and about 80 other things. you honestly can't listen to this album while sitting still. at the same time, you'll find yourself singing along about racism, the environment, and social alienation and you'll be uplifted, rather than depressed. everyone i've shared this with has bought a copy of their own. boxing ghandis also have another release, titled """"""""howard,"""""""" which is equally excellent. if you get the chance to catch them live, take it. this group puts on the most high-energy live show i've ever seen.",TRUE
my husband requested i buy a new set of foil/cutters for his synchro and this made the razor just like a new one again!,TRUE
"this is a great album. out of eleven tracks (i don't count the get it together reprise), i'd say eight or nine are solid, can't-skip songs. that is an excellent ratio when you consider most of the dreck that gets produced these days. there's a nice balance of slow and fast, with the ballads getting a little more play. get it together and let me roll both get me dancing in my seat at work or in the car. my favorites, though, have to be love's divine and don't make me wait - such emotive, sweetly and simply expressed love songs. overall, there's a bit of an eighties pop vibe, but the soul still comes through. knowing that seal took five years to make this album makes me appreciate his effort even more; it seems he really took the time to make it top-notch. bravo! now i'll probably go back and buy his other albums.",TRUE
"this album is awesome! i find myself listening to the whole album, then putting it on repeat to listen again and again. faith takes her music to a new level in cry as it's a mixture of songs that speak to one's soul. so far, it's my favorite of all her albums.",TRUE
another christmas gift for a special young lady! she's into the planets and will have a great deal of fun attaching them to her ceiling. can't wait for her to open this gift on christmas morn!,TRUE
"product is well made and a good value. however, the roll cage on a can am is 2 inches in diameter and this doesn't quite fit properly. i got them on, but the velcro seam along it's length is barely engaged. the straps were just long enough to engage, but an extra inch would be nice.",TRUE
"my son is happy to have it to watch but i wish i was paying attention and would have noticed that it was a down load video instead of the actual dvd,cause my son can only watch it in the living room instead of his room",TRUE
"you have to hear it to believe it. this is a classic rock cd. tony is in a class all by himself. other classics include blue highway, storyville & for you. i can't wait for the next one! tony, keep them coming, and let us know when you are going to tour!",TRUE
"having stupidly broken my powershot g5, i decided i would take a step up to a digital slr, just wasn't sure who i would buy from (canon or nikon). decided on the digital rebel, with a sigma zoom and telephoto lens. even though i only received last night, i am very pleased with it already. i can only imagine the shots i will get and look forward to learning everything that this camera can do. only one little minor thing i didn't like when i pulled it out of the box and that was a sound like something was loose, turned out to be the flash but this is not a big deal (other than trying to figure out how to turn the flash off lol). anyway, being an very limited digital user it seems a great camera for a beginner, but at the same time i can see that it can benefit an experienced photographer at the same time. glad i decided to go with the digital rebel and getting some wonderful shots!!",TRUE
"i skipped through the first half of the book, as it covers basic computer science. what caught my attention was the development of the operational thread concept. operational threads being a conceptual sequence of events, activity, and data that describe how the software should work. the book shows what they are, and how to use them to develop regression tests and other test forms. the down side is the use of the term """"""""thread"""""""". it creates confusion with the """"""""thread"""""""" used by operating systems.",TRUE
i bought 8 of these cameras for work and they work fine for the quality of picture we are trying to take. do not buy the dock it is more trouble than it is worth. also this camera would be better if it used a standard cable to connect rather than the cable with the mini adapter.,TRUE
these definitely take practice to apply without leaving wrinkles. we had to cut this to size so nothing peeks out. got lucky as it worked the first time!,TRUE
games are good but some are too long due to amt aloud in betting.also some of the better games are not in this program.,TRUE
this is absolutely his best so far! tim reaches right down into your very soul with every song. you feel as if you are right there with him.,TRUE
"surely this is a patent infringement of some sort but the price of these kits is a fraction of the cost of geomags which are made in switzerland. i've purchased and tested every variation of magnetic building sets available and geomag is clearly the cream of the crop by a mile. therefore, i was really surprised that these are indistinguishable from geomag (same size balls, same length sticks, same earth magnets, same magnetic strength, except the sticks don't have geomag on them). on the down side, after ordering a bunch of them and getting stuck with a $125+ shipping fee (yes, they are heavy, but...), i realized the distributor was in another chicago suburb -- it would have been nice to have gotten a call as i would have happily driven to pick them up rather than paid this kind of money for shipping.",TRUE
"this is one of the few novels i've read this year that actually kept me interested in it. it was pretty interesting how the novel was written, the style of writing really helped understand what and why titus was doing what he was doing. i give this novel a 4/5",TRUE
"this beautifully crafted series of poems explores the meanings of 'trans', from the author's experiences with breast cancer to her adult child's female-to-male transition. loss, movement, and processes of forging new understanding are important themes. the volume is organized into sections, each of which begins with a dictionary definition of the prefix 'trans-'. raz is one of theunited states' most important contemporary poets and editors of poetry, so it is no surprise that she handles these issues with such dexterity in this book.",TRUE
after reading each of the stories in this great collection of true police stories i was anxious to see what the next offered. the book is very difficult to put down.i thought the officers told their stories very honestly and openly. excellent read!,TRUE
this book is nice if you want to see the meaning and origin of the names you pick out for your child.,TRUE
"if someone was starting up a cookbook collection, i would recommend this one as a great place to begin. not only are the recipes a good foundation for any cooking repertoire, each of them carries an explanation of why a particular prepartion approach is most appropriate. even though i have over 20 years of experience in the kitchen, i still found some very informative and helpful information in this book.",TRUE
"i discovered the skeletons in the early 90's and just fell in love with their music. they are one of the best bands to see live in the mid-american region. their waiting album is one of the best of the 90's. sadly, they haven't been back to my hometown since 93 and i sure do miss them.the skeletons have reunited as """"""""the morells"""""""" and the same energy and fun that made the skeletons so good are here!! the self-titled album has a more """"""""blues"""""""" and """"""""country-western"""""""" influence and less of the """"""""beach boys"""""""" sound found on waiting, but that doesn't make it a bad album. within minutes, you will be singing the songs and replaying the album again.simple lyrics, catchy tunes and just raw power make this album a must have",TRUE
"i had read good reviews of this product, so i decided to try it. it gets the job done, and i'm satisfied. the only reason i gave it 4 stars instead of 5 is that i had expected the drying time to be a little faster.",TRUE
"this book is called survival blizzard. i would recomend this book to people who like adventures books. this book is about a young girl named maggie,her rich selfish cousin haydn comes,but then maggies dad gets hurt so her mom and dad have to go to town. haydn gets sick of it there and runs into the woods. then maggie had to go after him. but after they find eachother a bad storm comes but maggie and haydn get home after all,but will her father be all right check out the book and find out.",TRUE
"the stands showed up in good condition, no parts missing. i used them for 8lb. speakers. the speakers aren't really square, they have cut off corners, so the clamp base of the stand wouldn't hold the speakers secure, had to use wood screws from the bottom to hold the speakers to the stand. (something to consider if your speakers are not squared bottom).)for the price the stands were exactly what i needed. my only warning would be, if you have toddlers running around i would think twice about these stands, with an 8lb speaker on them they are a little top heavy. i have them close to a wall and no little ones running around. for the price they are value.",TRUE
works just dandy. takes about 10 minutes to set up properly and then you are ready to go! the weather alert/alarm mode is really loud which is great for me being a really heavy sleeper. that and it's easy for me to get sucked into a movie or computer stuff and completely ignore the weather outside even when i am awake. you won't sleep through this! every home should have one of these...and for the price there's no real reason not to.,TRUE
"matthew's writing is refreshing. i've never read a collection of stories quite like these. when i'm reading his works, i can picture mr. drummy sitting across the room narrating the story. he has a gift for making his voice come alive in his writing. this collection of stories is emotionally charged and you can't help thinking about the characters, even weeks, days, and months after you've read the stories. perhaps these stories are a glimpse into this man's heart and soul. i hope this isn't the last we hear from this brilliant and refreshing author!",TRUE
"i bought this cd on a whim at border's - the guy said something like """"""""if you like house or progressive house, then you gotta check this out - it's the perfect house/chill/cocktail mix i've heard."""""""" so i bought it - not dissapointed. cd1 is fantastic, a high energy, funky, jazzy, chill mix. cd2 is good, a bit more dubby and downbeat, but great nonetheless. definitely a great cd to add to whatever discs you break out for parties. a disc where chicks look at you and say """"""""what the hell is this, it's great."""""""" picked up the 2nd in this series today, which is supposed to be even jazzier...",TRUE
the carrying case fits nicely with the gps unit and leaves the unit fully operational. belt clip is molded into the case so if it breaks you will need to replace complete case.,TRUE
"the live aid concert is superb. you can tell freddie was struggling with his voice, but it's still superior in every way. the montreal concert is so-so, but interesting. i do recommend it if you are a queen and/or freddie collector. the live aid portion makes it worth the purchase. no hesitation.",TRUE
"the charm school is an exciting and fast-paced action novelwhich develops in the heart of the kgb capital of the world.moscow.filled with espionage, intrigue and an insight into the secret service are just some of the features you will find in this magnificentthriller. from the workings of the kgb to the counter-intelligence of the cia, you will find it allin the confines of the charm school.demille is a masterful story-teller, who can narrate complextales of intrigue and spies so clearly that you can envision thecold terrains of siberia as you read this wondeful book.i would not give away any part of the book, since it is allso wonderfully written, and should be experienced first handby anyone interested in a good book.this one is a must must read for everyone !!!",TRUE
"i want to thank for the products that i buy in its page are products of quality and to good prices and i hope to be able to continue buying in its stores and that every day the relation is better and than products a little can arrive but fast, i am not safe if the products already arrived at the new direction where it requests that me they sent them since the old direction was changed because the company was changed and changed of name, anyway i thank for its preoccupation and i to him them agradeceria its information encuanto ah if the merchandise i arrive at the new destiny thanks ......",TRUE
my kids love lauri berkner! they are 2 and 4 years old. this is the second cd of hers that we have bought and they just love it. their friends who ride in our car love the music too. this cd has some songs that are well known and then lauri's originals. highly recommend this!,TRUE
"i'm a working mom. i swear i have adult add but i have never been """"""""officially"""""""" diagnosed. my herbalist told me that this would help my lack of focus. so my symptoms were lack of focus, stress, and depression. i begin taking it and felt focused and i even stop procrastinating and i am the queen of procrastination land. i felt wonderfully productive. when i ran out of it, i noticed a difference about 2 weeks later. i had that """"""""scatterbrain"""""""" feeling again and just couldn't function like i needed to. this complex is a godsend for me.",TRUE
"this book was assigned reading in my high school advanced speech class (way back in '91). our classroom and homework assignments were to take the information we learned from the book, and go experiment on people. the idea was to get people to respond to something we were doing without them even being aware of it. let's suffice it to say that it was great fun and we all got many laughs from sharing our results with each other in class. it may be dated, it may not be the most complete of all body language books, but it is most definitely a fantastic primer to get people started and aware of what they aren't saying.",TRUE
"wondered how quick my dog would catch on to this. she's pretty smart! she's playing with this a lot and knows that even though she can smell the treats better at one end, they only come out on the other. luckily, it does take a while to get all the treats out. you'll need tiny treats for this. i got the busy buddie buddy berries (or something like that!).",TRUE
"this watch was easy to use, and i love being able to see my progress and if i need to push harder. great great product, for less than expensive...i looked at many others.",TRUE
"i love these cups they match everything in my kitchen, cause they are white. just enough room for any hot or cold beverage, to soups, & cereals. easy to clean & store. i would recommend this cup set.",TRUE
"keeps everything neatly organized. excellent quality/size for all of those golf necessities. i was able to store 2 pair shoes. 4 towels, 8 hats, 3 dozen balls and still had remaining room.",TRUE
this cd showcases annie's versatile talents as a singer and songwriter !the title track is one of my all-time favorites.,TRUE
"this stuff works best when mixed with a bit of water or a moisturizer. it did what it was supposed do, and looked very spooky.",TRUE
"yep, i'm one of those people that likes links 2004 better than the tiger woods games. thats not to say that i don't like the tiger woods games at all but i think that on the xbox, links is the way to go. i prefer the sim approach as opposed to tigers more arcade style although i think both are great games. i really like the graphics in links as well as the sound effects and music. links also has online play which is fun but i have actually spent most of my time building up the stats of my created guy. you can also download several courses over xbox live although i have yet to do that so i can't say if they are worth it or not. overall, both series have their pros and cons, however links 2004 is one golf game that will entertain you for quite a while.",TRUE
"this book has several good points. it has some new material and a few new things for players and gm's alike. it's one irritating thing is the number of """"""""after you buy the canned game book spend 4 hours reviewing it"""""""". it could have had a lot more things to help those of us with a creative mind that like to generate our own worlds. it is, overall, worth the money.",TRUE
"there are several sections in this book including a glossary, an evolution of bookbinding styles, descriptions of historical bookbinding (time and place) and information about actual bookbinders through history.jane greenfield provides a comprehensive glossary for anyone interested in bookbinding. her small illustrations capture and describe the terminology beautifully.not designed as a primary resource, the sections about specific historical periods are overviews. other books will provide more in-depth information.",TRUE
"this is a fine collection of musicals, but note that it is a subset of mill creek'smusicals classics 50 movie pack collection(or as my older version calls it, classic musicals). check the new and used prices to see whether you'd prefer an additional 30 movies, because the larger collection has everything that this one does.",TRUE
the book contains at least one photo and brief description of the airline operating the a320. very concise and interesting for those who want to have airliner references in their bookshelf. due to the increasing popularity of the a320 family there are some airlines missing in the list - but that's beyond the author's capabilities. a few photos are of an average quality but most of them are very good.,TRUE
"for some people, the stage production of hedwig and the angry inch was this greally great off-broadway musical. for others it taught them a little bit about themselves, about those around them, and about their lives. john cameron mitchell's text laces beautifully with stephen trask's lyrics to dish out an emotional beat down that hurts so much you love it.if you haven't seen it, i'll admit, reading the script isn't going to do it for you, but if you've at least heard of it, go out and get yourself the cd and read along between the songs. there's also some incredible photography to look at, many of which haven't been seen before. you get a semi-decent idea of what's going on on stage, anyway. it's quite a show by some extremely talented people. i will never forget hedwig or her brain parents as long as i live.",TRUE
didn't realize it was a vhs tape. my own fault. recommend to read everything before purcahsing!over all the service was great!,TRUE
"we gave this toy to our 1 year old twin boys for christmas & they love it!!! they always go to this toy first every day & enjoy playing with the balls & shapes. they play peek a boo through the window & love the mailbox. they dance to the songs on the radio & we think it is very cute!the problems with this toy are: 1) the key doesn't stay in the door so they don't really try to use that. 2) it is hard for them to use the shape sorter with the door swinging open, & 3)the center piece that the house stands on is curved so the screws won't stay in & keep falling out. we were concerned about it tipping over but it has been fine.if these things were improved it would be the perfect toy. even still i would buy it again because they really have a great time with it!!",TRUE
"tray lee did his thing on this album. he held a fresh sound from start to end. he got a unique style about him, and it's refreshing. this album is worth getting. cop it!",TRUE
this is just a quick note. i live in atlanta in a large house. it is costly to turn the central heat on just to take the chill off a couple of rooms when if you wait long enough it generally will warm up. i have used holems quartz heaters for several years moving them around as needed. the current model sold here in 2007 is much improved over the ones sold back before 2005. one nice feature is that they include a circuit breaker in a module at the plug end. you can tap that switch to instantly turn one off rather then step through all the different settings using the top mounted switch. i am here checking the current price as i intend to buy a coouple of more of these so they don't need to be moved around. these are really nice space heaters compared to the junk i have tried over the years. they hold up even in the humid enviroment of the bath.i highly recomend this item.,TRUE
its pretty good for a regular digital camera...the battery life is pretty long..even with flashes...i wish all the accessories for the hd hookup came included,TRUE
works with various magellan products. absolutely necessary if you want a fully charged battery before leaving on your trip. great for charging in your home or hotel room.,TRUE
bought this for my boyfriend and it is a chopping machine! lightweight but durable and has great chopping power. great for bringing in the woods/camping/etc.,TRUE
"quick service and good price. we will see how the battery holds up. the back cover snaps firmly into place, but it is about 1/8"""""""" short and the bottom tangs don't engage on my alltel phone. not a big deal since i keep the phone in a leather case. if the phone was not in a case, i would be a little concerned about the bottom of the cover catching on something and getting pulled off.",TRUE
"you can't go wrong with joe. his unique voice makes him one of the best. i bought this cd mainly for """""""" you are so beautiful"""""""" and """"""""sail away"""""""". two of my favorites. his music has never failed me. i strongly recommend it.",TRUE
"the history of the mind and cultural evolution is oft passed over, but manchester tells quite a lucid (and sometimes lurid) tale here. his stories of the renaissance vatican are certainly the bits always passed over in catechism. the last section of the book, about magellan's circumnavigation, is brilliant enough to be awe-inspiring. i have given this book as a gift on more than one occasion and will continue to do so.",TRUE
"this is probably one of my favorite movies of all time. not a lot of dialog, good photography of mountains in utah. deals with a man just getting away from all of the post civil war trauma.",TRUE
"i use these on my 02 vw jetta and 03 vw passat. these work perfectly and significantly reduce brake dust.i do not notice much braking performance difference vs stock/oem semi-metalic pads in practice.as competition is increased nowadays in ceremic pads, you may want to compare newly intoduced alternatives. but these are (still) a great choice in terms of quality and performance, in the """"""""improved street"""""""" category, and are just slightly more than semi-metalic oem types.",TRUE
"i absolutely loved this one. it's definitely not a comedy at all in my opinion, more of a straight drama with the occasional dark comedic elements thrown in. the story follow a down on his luck paparazzi who takes in a homeless kid as his assistant. the story however takes a more contemplative and darker turn the second half; i won't say what happens because it would give away too much. acting by michael pitt and steve buscemi is solid throughout too. this one is really worth a shot, you just might love it like i did if you give it a chance. highly recommended. 4.25/5 stars.",TRUE
"this soundtrack is explosive with hits and the songs take into the world of tony soprano. the best song is simply """"""""it was a very good year"""""""" by franf sinatra. that song was played in episode#14 as we see the daily activities of the sopranos after season one.",TRUE
"if - like me - you are interested in the title's answer, ms.brown's is the book! quoting some of her words: """""""" many events are completely unknown to us, many events are known only through extremely biased perspectives, and many events are so contradictorily reported that is difficult to reconstruct even a chronological sequence of what occurred"""""""". and - believe me! - ms. brown interviewed people - in taiwan ( living there) and interviewed people - in china !!! we are talking about an stanford university professor. congratulations and thanks to amazon .",TRUE
"ritzer has taken his popular mcdonaldization theory and applied it to a host of specific topics, such as the university (and sociology in particular), the work force, leisure and other areas of life. he builds not just on his work but also on those who have taken his theory and built on it, as well as some of the masters in the social theory realm. for those who are interested in this theory, this is an invaluable addition to the body of work.",TRUE
"this song is something that everybody can dance too...it's so crazy! it's like james brown on speed! it's not house or techno, but straight-ahead crazy-up-tempo funk. too bad it's not available domestically...anyone can go crazy to this song.",TRUE
"as one review mentioned, the yankees logo is just a sticker. it wouldn't be an issue at all really if the sticker on my badge reel hadn't been a little off center and contained a few nicks (still not a big deal). the badge does feel a little cheap but most badge reels i've had feel the same. i was hoping for a little more but overall, i'm not disappointed.",TRUE
"all clad pots are wonderful. the shorter pans with thick-cored bottoms make excellent jam pots as they deliver very good heat distribution. good heat distribution is necessary for cooking full-flavored jams, preserves, or butters. without good heat distribution you run the risk of burn spots on the pan's surface. these burn spots may/will impart an unwanted flavor to your product. if you've ever tried to disguise burned jam-- you know it's a losing battle. while some cooks may consider all-clad pots or pan to be too expensive, i believe they are well worth the cost as you are less likely to burn your product. one good pan is worth more than six cheapies. besides, quality equipment instills confidence and makes you feel like a seasoned chef.",TRUE
"a born pack-rat, whenever i was in doubt about what to keep and what to throw away, i kept it. but i've learned to streamline my files...without getting rid of any necessary files. the handbook is easy to understand, and is a good introduction to the filing system, but the real key is in the cards. the laminated cards for each section let you know what to file in that section, what not to file in that section (with suggestions on where to file these items), what to toss, and what to archive (and for how long). whether you're just beginning to set up your files, or you have piles of paperwork, the homefile system can help. after spending a saturday on my files, i feel like i'm not only more organized, but i also threw out a shopping bag full of papers that were clogging up my file drawer!",TRUE
this is the perfect book for those who want an engaging story with characters who are true-to-life and facing the realities of everyday existence. you can absolutely wrap yourself in this book and feel like you are an actual member of the knitting class yourself. order this book. you deserve it!,TRUE
"i hadn't expected to enjoy this novel as much as i had -- after all, anne rice is notoriously known for her vampire novels, and i'd never tried her erotic novels. however, i was told that the sleeping beauty trilogy is one of the most haunting and tantalizing erotic trilogies out there. and it is! anne rice's retelling of the classic fairy tale is a disarming one of domination and submission. beauty is forced to show the prince her gratitude for having woken her from a century's sleep by surrendering to his sexual desires. adapting to his enslavement proves difficult for beauty. will she be able to be tamed? the implications brought on in this novel are provocative and compelling. i look forward to reading the other two parts of what appears to be a memorable erotic trilogy.",TRUE
"book illustrates good pictorial examples of molded utilitarian stoneware (pitchers, butter crocks, pie plates, etc.) made between 1880-1920. artwork, flowers, birds, etc. decorations are usually molded into these pieces. most illustrated stoneware is first covered with white glaze and then with additional diffuse colored glaze usually blue. some pieces use various solid colored glazes. a few illustrated pieces use stamped blue decoration over white glaze. this book, however, does not really deal with true salt glaze, hand decorated pottery prior to 1900. for this reason the title could be somewhat misleading to some collectors.",TRUE
great zoom binoculars for the money. i do have a pair of nikon fixed 10x50 binoculars and the sharpness and quality of the alpen is definitely as good. i checked around long before i got the alpen pro and i can tell you that you get the most bang for your buck with these binoculars.,TRUE
"these headphones are pretty comfortable (although it's cramped enough that i still felt the driver pads rub slightly against my ears) and sound good. however, the cord is very flimsy, so don't use it where it's likely to get snagged.overall, good for the price.",TRUE
"if you did not have any other jsf books, this will be the first buy. most codes are up to date (others may not) and it illustrates the concept of jsf very clearly at the beginning. however, this is not true for further chapters. one of the reasons is that jsf is indeed more difficult to learn. another reason is that the book lacks of practical examples to follow.anyway, there is currently no other better choices for learners in jsf. following online tutorials and articles are clearly not enough comparing to reading this book.",TRUE
i was happy when i found these for sale price of $1.99 but the shipping was over $7.00 and negated the sale. why this could not be combined with the rest of my order and why my amazon prime didnt help me out here is a mystery to me. i will go back to purchasing at my local pet store as i saved nothing here- in fact spent more.,TRUE
