"","review","rating"
"719","trip does not accept argentine credit cardstrip does not accept credit cards from argentina, son i must ask to others to buy tickets for me. there is no more information to add, the problem is well explained, when i tried to get plane or train tickets in my recent trip in china, your web page does not accept payments with visa bbva, master bbva or visa icbc credit cards.",1
"720","hotel experience/ flight experiencefirst of all ,thank you trip.com for all the information given. since i join trip.com guide/ information make me feel more to travel everywhere i wanna go for holiday myself or with family. my experience with hotel staff, flight staff, more people i look around me give me more knowledge, experience, a lesson in life. this what we see ' whole world about human, place, etc.holiday inn hotel in johor ( next to city square mall) are my family favorite place that near to shopping mall,food street, cheap hotel, easy trasportation bus,taxi, grab. on 9/11/23 my family ( 11person ) stay at holiday inn hotel ( 3room). our expectation very nice food, clean room. since we check in ( 3days stay ) we eat in the hotel restaurant ( dine @ eight) breakfast the food like we ate not like the experience chef, tasteless, the presentation of food when people look no appetite to eat, same to dinner. all chef cook infront the counter new and not friendly. my mum smile at few chef but some are not smiling back. we hope to see more changes with the staff. manager have to take part do briefing to all staff ( reception, telefon operator, cleaner, restaurant etc) before the start work. learn to be more respect, friendly to hotel guest ( new or regular). i hope with my experience with staying hotel and flight staff won't stop me going traveling.",5
"721","problem solved quicklythey helped me solve the problem very quickly. thanks! especially thanks to ricci li!",5
"722","pricingpricing ease of transaction minimal hassle",4
"723","thanks so much danna!usually these processes can be a bit difficult but danna made it all super easy whilst being friendly and professional. she was extremely helpful and pleasant to talk to! an asset to your organisation. thanks so much danna!",5
"724","easy to use and affordable price",5
"725","do not use trip.comdo not use trip.com. completely disreputable. never had a worse trip in my life. cancellation insurance is a scam.",1
"726","excellentexcellentgreat fast service",5
"727","dodgy sitei was only sent the details for the flight out but not the return flight. not sure i can trust this site. only clicked on it as my credit card company had it as one of the perks. no perks so far.",1
"728","ticket ha sto be confirmed upfront asticket ha sto be confirmed upfront as well as alerts by email watsup sms should be instant atleat about booking confirmation.lot of negative comments on google panicke dme a lot but finally got tickets customer care is not good",2
"729","every thing is ok only when i cancelevery thing is ok only when i cancel any booking if i make mistake , refund money didn't get back quickly this is the only bad thing , regards",5
"730","there were no problems making andreservation adventistthere were no problems making and keeping all reservations. excellent.",5
"731","it easy to book ticket and flights",5
"732","fast bookingfast booking , reasonable prices .",5
"733","good cooperation and assistance whengood cooperation and assistance when needed!",4
"734","fastfast, convenient and lowest rates",5
"735","agilityagility, convenience and on time respond",5
"736","my first trip.com bookingfirst: pricesecond: hotel is near to the workplace",5
"737","really easy to use online.",5
"738","room was smelled!!!room was smelled!!!i must change !!!",3
"739","very helpful and the food is goodvery helpful and the food is good. good hospitality",5
"740","easy to useeasy to use , wide array of services and a trustworthy bunch ",5
"741","perfect for a one night stay.perfect for a one night stay.the people working at the hotel were helpful and friendly. the rooms were clean and the breakfast was good value. i would stay at this hotel again.",4
"742","easy and price with promotion priceeasy and price with promotion price, more choices with airlines participating with trip.com , love to book via trip.com",5
"743","terrible experiencei do not recommend this app or website despite the deals. getting in contact with customer support is nearly impossible and they are more work rather than helpful. i booked my flight in february. the trip was for november. during that time i got divorced. when i submitted the request for my name to be changed on the ticket, the first time around they said the airlines declined the request and i would need to buy a new ticket. the 2nd time i contacted them about it they said they would need to make a new booking and fees would apply. i contacted the airlines directly and they never received the request and they showed me where it says in their policies that a legal name change is my right and i should not be charged anything or need a new ticket. trip.com refused to acknowledge this and sent me on a wild goose chase for a month before my flight. at the airport all i had to do was provide my old passport and other legal documents and there were no problems going to my destination and coming back. trip.com was just trying to get more money out of me. shameful. will never use again and will discourage others from using it.",1
"744","great platform for all china travel bookingsgreat platform for all your china trips. hotels, domestic flights, trains within china that you may not find on other platforms can be found and booked here.",4
"745","recommendedvery good and comfortable hotel located in a convenient position just 1 min walking from the central station in antwerp",5
"746","good website that offers lots ofgood website that offers lots of transport choices",5
"747","concerned at firstat first i was concern with all the updates once we booked. but as the date to arrive at our hotel got closer it was reassuring to know the hotel booking was going well",5
"748","no hassle while doing my bookingno hassle while doing my booking. thanks",5
"749","over all comment.the entrance of the hotel look like dumping area.no appropriate receptions area just a small room (could not enter just stand outside to receive the key.room: there is tv (just tv) but no antenna.room rundown.",3
"750","strategic location and nearby the pavilion shopping mallif you plan to watch concert or going to watch any match at axiata arena and stadium bukit jalil, this is the perfect place to stay! new building, and have big room. suitable for family. have pool for adults and kids. can improve from the breakfast because there has no much choice of variety.",4
"751","reliability in booking*a seamless trifecta of travel euphoria: my experience with trip.comin the bustling realm of online travel services, trip.com emerges as a beacon of convenience and cost efficiency, masterfully intertwining the trio of travel essentials: flights, hotels, and car rentals.**1. unified booking ecosystem:** what truly sets trip.com apart is its holistic approach. the synergy of booking flights, accommodations, and vehicles under one digital roof is not just a time saver but a testament to their user centric ethos. this integration simplifies itinerary management, turning what could be a logistical nightmare into a seamless experience.**2. competitive pricing:** the adage 'you get what you pay for' is pleasantly defied here. trip.com offers prices that resonate with fairness and transparency. this price equilibrium doesn't tip the scales away from quality instead, it balances cost effectiveness with high standards, ensuring a guilt free booking experience.**3. intuitive and swift interface:** the website's interface is a navigational marvel, intuitive and user friendly. the booking process is streamlined to such an extent that it feels less like a chore and more like the beginning of an adventure. the instant booking feature is a testament to the sites efficiency, catering to the impromptu traveler and meticulous planner alike.**4. recurring satisfaction:** there's a reason why my digital compass points back to trip.com for my travel needs. the site consistently delivers a high caliber experience that not only meets but often surpasses expectations. this consistency is the cornerstone of their service, cementing their status as my go to travel portal.in conclusion, trip.com is not just a platform it's a travel partner that understands the nuances of a wanderer's journey.",5
"752","good choice for tripgood for ticket",5
"753","i love to deal with this company theyi love to deal with this company they have a good deal tickets prices and very fast",5
"754","great support",5
"755","amazing booking experienceeasy to use and responsive app in booking.",4
"756","find the best deal!",5
"757","great apps for travelgreat apps to manage all the vacation booking arrangement. more choice, rebate, easy access and etc.",5
"758","it was easy to book",5
"759","ok worth for money",3
"760","a legit platform to book hotel anda legit platform to book hotel and flight without any hiccup. also it give rewards coins to offset our next booking. recommended to use the trip platform for bookings.",5
"761","easy to use so much cheaper than hotelseasy to use so much cheaper than hotels own site and other travel site will definitely use from now on",5
"762","smooth check in process with tripfast check in process even check in time at TIME PM they allowed us to check in early 1hr wonderful experience with trip",5
"763","it's very goodit's very good. and easy booking process.",5
"764","trip.com make it possible andtrip.com make it possible and convenient for travelers in need to a smooth enjoyable trip.",5
"765","we stayed at red radisson located nearwe stayed at red radisson located near guangzhou south train station for the being a short walk to our train. this proved to be a great experience. the hotel in my mind is a 5 out of 5. i would stay again and recommend to other travelers.",5
"766","simplebooking was easy and great rates very happy customer",4
"767","easy to book and have discounts",5
"768","trip is very friendly",5
"769","easy and cheaper",5
"770","fast responsefast response. great!",5
"771","excellent customer service with updatesfound good price, received regular updates about any changes and prior to check in etc. very good service",5
"772","excellentgreat experience",5
"773","airline website shows invalid details",1
"774","application top merci",5
"775","i want to call center in thailand easyi want to call center in thailand easy to use and to call",3
"776","service okservice ok. very quick good experience",5
"777","very decent online servicevery decent online service. living in china as an expat this is a must have app",5
"778","all add on you apply.",1
"779","not clear guidelines on flight policynot clear guidelines on flight policy and subclass. a friend on the same flight who booked 7 days after me was able to change her flight for 66 but i was told to pay over 650.",1
"780","i have been using trips.com a couple ofi have been using trips.com a couple of times and it had never let me down,it's trust worthy websites with sometimes amazing price.",5
"781","good happy time",5
"782","great appsthe user friendly apps. all bookings are sorted orderly with reminders.",4
"783","my experience was very great ,nicemy experience was very great ,nice spacious and very clean roomthe hotel attendants are also very friendly",5
"784","staff friendly.quiet place tostaff friendly.quiet place to stay.easier to park the car nearby hotel",5
"785","we had a lovely stay atwe had a lovely stay at cornicopia.everything was great.",5
"786","sophias efforts to resolve an issue ofsophias efforts to resolve an issue of mine is so dedicated and effective. she replied quite swiftly and dealt with the issue well.",5
"787","loved it for affordable prices & deals",5
"788","recci is awesomerecci is awesome, she helped me in a professional way",5
"789","always happy to use trip.com with myalways happy to use trip.com with my travels. so easy to use and convenient.",5
"790","worst agentworst agent. i payed for insurance but got no help in claiming my refund from the airline. would not suggest purchasing from this agent.",1
"791","always a pleasure to book on trip.com",5
"792","application simple et efficace etapplication simple et efficace et conomique",4
"793","nice app to use easy",4
"794","greatgreat for because easy to buy and to go anywhere",5
"795","perfect websitethe app rescheduled my flight after changes from the plane carriers. they contacted me through the app, email and they phoned me. thanks ",5
"796","international flights are cheap andinternational flights are cheap and easier to book",4
"797","i appreciate the proactive follow upi appreciate the proactive follow up from bette to confirm the resolution of the issue and inquire any additional concerns i might have.",5
"798","unable to book infant bassinet.",1
"799","reliable airtickets purchased",4
"800","the 5 element hotelthe room is spacious, clean and reasonable price.",4
"801","there staff were very helpful",5
"802","this app is so easy to usethis app is so easy to use and some great offers also you collect points and get even better offers i would definitely recommend giving it a go",5
"803","excellenteverything ok",5
"804","cheap than other websitesgiving promo incentive, will love installment next time",5
"805","the app make me easy to book my flightthe app make me easy to book my flight ticket",5
"806","the team are good for support.",5
"807","unreliable customer supporti find it frustrating that trip.com consistently provides delayed responses due to their unreliable customer support.first incident: i was seeking confirmation on the flight changes, they promised they would get back with a confirmation within 2 5 hours which they committed to but they did not get back at all and i have to actively seek to get an update from them instead of them updating me on the status of my case. second incident: due to flight changes and cancellation, i have seeked for a reimbursement for my hotel bookings. trip.com yet again promised to reply me within the next 24 hours which they committed to as well. as expected, there were no replies or updates for more than 48 hours and i have to seek for an update by writing in again.update: as expected, the customer support team replied that they are unable to do anything for my case and asked me to contact the airline directly. they do not even have the initiative to help us connect with a person from the airline to streamline the process for a customer. totally unreliable!",1
"808","trip.com: rewards, flexibility, joyful journeys await!i'm thrilled to share my positive experience with trip.com! firstly, their trip coins rewards system is a game changer. booking through the app earns you trip coins, providing fantastic savings for your next adventure. the cancellation policy for hotel bookings is exceptionally accommodating, offering flexibility and peace of mind. additionally, the joy of sharing travel experiences on the app is doubled with trip coins rewards, fostering a sense of community among fellow travelers. this innovative approach not only enhances the overall user experience but also adds a delightful incentive to engage with the platform. kudos to trip.com for seamlessly integrating rewards, flexibility, and social sharing, making every journey a rewarding and memorable experience!",5
"809","is change ticket!is easy to find out what i want, very useful!",5
"810","easy to process and no hidden cost ofeasy to process and no hidden cost of credit card",5
"811","quick responseone of the things that made me happy was the quick response i received from one of the trip.com agents about issuing my e ticket. it was absolutely amazing for me. thanks",5
"812","flights changed and get canceled out offlights changed and get canceled out of the blue, i am currently trying to sort out 2 flights that got changed and cancelled but it is turning out to be quite a mission, the won't give you a refund but a airline voucher, but the airline doesn't have a flight to replace the one canceled, or the refund is not a full amount. could i please get some help regarding these refunds and flight replacements? (update, i heard back a few hrs after emailing them about my issue, will keep updating the progress of resolution and changing star rating accordingly). 2 days later and i am getting some feedback, (the airline won't refund the luggage even tho they were the ones canceling the flight, so trip.com is looking into it) 14/11/23.  so today is 03/01/2024 and still nothing. . so 05/01/2024 we received the refund back. trip.com is the middle man, so i guess they did what they could and came through at the end. happy with the final outcome",4
"813","easy to useeasy to use, friendly, supportive",5
"814","it is difficult to cancel a bookingit is difficult to cancel a booking. the cancel icon on my booking page did not work resulting in a round and round circle of anxiety and wasting time. nor did the modify icon work either. as a traveller one hesitate to book something unless absolutely sure. the reason for cancellation was the train tickets to getting there was completely sold out until the next day. something that was not foreseen.",1
"815","they increased the payment from 202 tothey increased the payment from 202 to 208 while booking",3
"816","easy and convenient.",5
"817","i did like this app.they organise alli did like this app.they organise all your future trip and the past trip. well done",5
"818","it turns out that now my flight arrivesit turns out that now my flight arrives not at stantes airport but at luton airport and i already have my bus ticket that i picked up from stantes airport. things shouldn't change like that who solves that for me.and the biggest problem is that i can't do the check in because it doesn't reflect the flight number and any code that is in the etineratio. i can't do it with the airline esatjet",1
"819","terrible experienceno clear databad customer service",1
"820","i don't like that when my return flighti don't like that when my return flight was marked pending, and when i called, i couldn't reach a real person",2
"821","tossed around customer support  withtossed around customer support  with contradictory information.",2
"822","trip.com along with the majority oftrip.com along with the majority of online flight intermediaries are a complete joke.",1
"823","flexibilitywe had booked a room in guilin through trip.com, but we didnt like the view of the room. the hotel gladly changed the room for us without much hassle and difficulty notwithstanding that we did not make the booking with the hotel direct.",5
"824","ease of booking and response",5
"825","the price i booked was higher than thethe price i booked was higher than the other",1
"826","soo far very smooth transaction thanksoo far very smooth transaction thank you",5
"827","wrong info about cost of tickets",1
"828","delay in issuing ticketsdelay in issuing tickets. charging additional at the time of payment.",1
"829","easy booking",5
"830","it never works when i try to make a newit never works when i try to make a new booking. contacted customer support many times and they cant fix it",1
"831","good price!",5
"832","tickets issued in under 10 minutesthis works!",5
"833","trip is very convenient to book yourtrip is very convenient to book your hotels accommodations and flights. well done trip ",5
"834","excellent services",5
"835","the hotel staff speaks absolutely nothe hotel staff speaks absolutely no english, the non smoking room has a very strong, acrid smell of cigarettes that even permeated the bed linen, although the room itself is clean and tidy. it is not possible to pay for anything with a credit card, either in cash or using the wechat app.",3
"836","this app is easy to use.",5
"837","good service",4
"838","after a while they solved the financial problem they causedthey sent me an email flight is canceled because payment was not ok . i then booked another flight at another company. later they sent an email with the ticket of the flight that they had called canceled and they debited my credit card. they paid me back the money of the more expensive ticket i later booked.",3
"839","it was my first time using a webit was my first time using a web booking service and found it really easy and had no surprises at the end. check in was great. i've always been leary about using a web booking service in the past.",5
"840","most things work very well although imost things work very well although i have it on my computer and so far i have not b been able to get the phone app to work as it just wants to be a different account so hard to get the same account on both the computer and phone",4
"841","great deals",5
"842","easy and swift bookingeasy and swift booking! i had to cancel my trip due to personal reasons and refund was simple.",5
"843","amazing website and very easy to use!",5
"844","good experienceeasy to use and cheaper than booking.com",5
"845","were the cheapest price i found and thewere the cheapest price i found and the ticket were real",5
"846","i am struggling to check in my baggage",3
"847","poor sleeppoor wall board insulation that divided my room from the adjacent one. i could clearly hear the normal conversation voices coming from the next room at TIME AM in the morning very disappointing as the most treasured thing for staying at hotel is all about quiet good rested, night sleep on top of that low water pressure both in the shower and in the bathroom sink wet paint signs in the hallways at least i got a free parking  but itll end soon as well",2
"848","very nice & excellent",5
"849","very good and efficient",5
"850","irresponsible company with poor customer service this is very frustrating to booked ticket with trip.com. i have booked the entire trip with this company for flight from birmingham to kuala lumpur , kuala lumper to hong kong , hong kong to birmingham. however , trip.com informed me the flight from hong kong to birmingham has been cancelled and they are only responsible for ticket refund for this part only and not included the seat selection fee . i need to finding expensive one way ticket from hong kong to birmingham. i have purchased tickets with them for all tickets in one order number but they are only accept or refund for part of the trip only , this a very disappointed with this company and i do not recommend anyone to use this company anymore .",1
"851","awesomecool keep it up",5
"852","really enjoyed my stay in sun cliff hotelvery friendly staff helpful and polite. my room 211 was very tidy and cosy . i really enjoyed breakfast and swimming pool water warm enough for swim. sauna very good but would love to have drinking water outside maybe water machine for the future to improve for the clients . i definitely would love to come back and will recommend that hotel spa to my friends. thank you maggie ",5
"853","easy to booking",5
"854","able to give a lot of options to book aable to give a lot of options to book a flight.",4
"855","the price was very good for compare tothe price was very good for compare to what i was getting from others.",4
"856","excellent customer serviceat first,i prefer booking directly through airline and hotel's website rather than with a 3rd party travel booking website/online travel agency. just like others,i thought it is always harder to solve issues when a middle man is involved. not anymore when i tried booking via trip.com.aside from the competitive prices they are offering and easy to navigate app,what i really love is their customer service. whether via email,fb messenger or chat support in the app,you will never be left hanging. they are very responsive.i want to commend the last csr who assisted me,just this evening. her name is hailey. she is so nice and friendly.she is very compassionate and willing to help. my concern has been resolved. moreover,this is not the first time i have experience this kind of excellent customer service. i could still remember the kindness and quality service of csrs tony,rachel,lucia,catherine,destiny,hao and eugenia. you all are great and appreciated! once again,thank you so much guys! your company must be proud of youuuuu. keep up the good work! ",5
"857","transparencyquick and easy to book. transparency in terms of charges.",5
"858","very clear and fast ticketing service!",5
"859","i had 9 hours delay in the flyi had 9 hours delay in the fly frankfurt to sao paulo and a total delay of more than 30 hours.",3
"860","the hotel is in a mallcheck in & check out process were very fast & quick. room was nice and cosy. its just lack of power outlet to charge phone. only 1 at bed area. another outlet is at wardrobe area. breakfast is nice. major problem is that only 1 lift was functioning during the day. from our room, need to stop at 2nd floor to validate parking ticket and take the lift again to go to the parking area, a lot of time was wasted while waiting. hope you guys can improve on that.",3
"861","wrong emailplease be careful when you provide important information to the wrong customer via a wrong email.",2
"862","thank youthank you , everything was great",5
"863","is a convenient easy advance bookingis a convenient easy advance booking net work",5
"864","worse online booking i have ever seenworse online booking i have ever seen. was unable to check in online to delta airlines and couldnt add any check in luggage after booking. because i was caught in traffic and couldnt check in online i finally missed my flight arrivingwhen the checkin counter was just closing",1
"865","booked for the first time and was impressed.",5
"866","it was easy to make a booking withit was easy to make a booking with detailed explanations of the terms and conditions.",5
"867","seems to be reliable",5
"868","hidden information about luggagethey are not to trust. after booking a connection flight i received an email that i would have to check in my luggage again at the counter. in a connection time of 55 min! first time i saw this information was after booking the flight. misleading and not serious. avoid",1
"869","all is very good.",5
"870","rooms was newly renovatedrooms was newly renovated. nice & comfortable. construction was ongoing , not much disturbance however i should appreciate if we were informed in advance.",5
"871","simplesimple, make trip easier",4
"872","very good app and cheapvery good app and cheap thanks",5
"873","flight to vegastrip.com is very user friendly and gives highly competitive rates !",5
"874","easy use aplication",5
"875","need to compare pricesmay not be the cheapest after factoring in discounts and coupons. good to compare.",5
"876","supper approachable tellersupper approachable assistant",5
"877","fantastic hotel with geo thermal swimming poolfantastic hotel. welcoming staff, rooms and hotel itself a little tired but this added to the charm of it. excellent location for restaurants and pubs. breakfast was continental and plenty of options on offer. our main reason for staying at this hotel was the natural geo thermal swimming pool which was superb. well worth a visit and we most definitely will be staying here again.",5
"878","very good application for booking invery good application for booking in china, it is very easy and fast",5
"879","kevin helped us!kevin helped us! we really appreciate the assistance provided by kevin. vietjet cancelled our tickets and we got no refund from the airlines, but kevin went out of his way to help us on this by reaching out to the airlines and calling me personally with status updates. we were really stressed out, but kevin assured us he will solve the issue and finally he did resolve the issue for which we thank him alot. good wishes to kevin!",4
"880","good servicesgood services, easy to use, the rewards system is i like the most.",5
"881","had a great experience using trip.comhad a great experience using trip.com for my thailand trip booking. encountered issue but it was resolved promptly and efficient. thanks and appreciate for mr cobain helping me and processing on changes. besides that im also satisfied on service and great deals on hotels and flights. highly recommend and it deserve a good 5 star.",5
"882","everything went very easy and smooth",5
"883","very competitive price offersvery competitive price offers, and fast response in resolving problems.",5
"884","not helpfulnot helpful, cannot do any modification as wished.",1
"885","easy bookingquick and easy booking. tickets arrived very quickly",5
"886","extremely kind people, very clean, free water, great breakfastthe location is great, the rooms are very clean, the staff is extremely friendly. it is very silient, not noisy at all, i would stay again, next time.",5
"887","good and easy",5
"888","goes well ",5
"889","thumbs uppreviously encountered a refund issue for my flight ticket cancellation. was initially not very pleased with the service provided however later, kevin from the customer success team assisted me and was able to help settle all the issues i was facing with my refund request. kevin was extremely patient and sincere in assisting me. huge thumbs up.",5
"890","reliable, trustworthy and professional agentmy the flight was canceled just few days before the departure and she had left the country in a place she couldnt possibly to do anything without internet. she then asked me to deal all the change and rebook. i had great difficulty to find new ticket. and we supposed to join the tour. then cobain took over the case, in a very calm and efficient manner, he did everything for me and spent so many phone calls to consult me to get the best connection and also insured my friend had an overnight hotel for a longer transition. i was so relieved when the matter resolved. imagine if we couldnt arrive on time for the tour. the way he deal the situation impressed me that gave me confidence to use trip.com again in the future. nowadays not many platforms are so responsive. thanks again cobain.sincerely heather donnelly",5
"891","it was good simple process.",5
"892","best priceit has the best price both in flight and hotel .",5
"893","easy to access for booking of botheasy to access for booking of both flights and hotels",5
"894","hotel was not good with zero basichotel was not good with zero basic facilities. very disappointed. feels kind of regret to book this.",1
"895","flight bookingthe flight booking experience was very smooth and hassle free.",5
"896","so far so goodso far so good, no problem while checking in at hotels.most importantly to suggest is the trip.com website shall mention whether the hotels in china accept foreigners to stay in.",5
"897","not applicablevery satisfied",5
"898","very easy to work with it.",5
"899","the operation is fastthe operation is fast and easy to contact.",5
"900","your sevice is the best.",5
"901","simple thus far",5
"902","great site booked flights very easy andgreat site booked flights very easy and good prices",5
"903","no hidden feesno hidden fees. just an easy experience using this site. i would definitely use it again.",4
"904","when i need refundswhen i need a cancellation and refund,they supported me very well on the phone.thank you so much !!",5
"905","an 'old' hotelthe charge of the hotel is reasonable. the hotel upgraded me to a suite. it is located near the old town of macao and i could access to many eating places, casinos, tourist interested places and shopping areas. the reason i called it an old hotel is: i like the hotel provided a washing and drying machine. but the drying function of the machine was not functioning well and it had no way to tell until i found out that my clothes were still wet.",4
"906","booking a flightit was very easy to find the flights that i needed at a price i was ok with.",5
"907","top service",5
"908","world cup final in paris !all flights on time, no issues or delays and really good. hotel was even better than we hoped. booking was straight forward and got regular reminders and updates. trip.com made it very easy for me to find everything and give hints and tips, excellent service.",5
"909","do not book with trip.comdo not book with trip.commy flight was rescheduled to a different time that was not suitable and i am still waiting for a refund to be processed by trip.com and i have to keep chasing them. they are a total joke!",1
"910","easy to book flighteasy to book flight, great offer!!",5
"911","quality product with quality service",5
"912","avoid at all costs if i could rate 0 stars i wouldfirst time booking through trip.com and what an absolute mistake it was. i took out tickets as a surprise gift for my mum, unfortunately she fell really ill and has been hospitalised and now unable to fly, due to looking after my mum in hospital im also unable to fly. i contacted trip.com to see if i could push the flight back they said that was not possible and the adviser said he could raise a case for a full refund due to the unfortunate circumstance, he told me to send an email and provide proof of hospitalisation. 11 minutes later i recieved an email to say the best they can do is a 20 refund which is 1/8 of the price of the ticket. this was prior to them sending me an email saying they expedited my case (email they sent 2 hours later than the initial email) and prior to me sending and email explaining the situation and an attachment of proof (they didnt respond to my email). i called them again to chase up the response to be told they cancelled my case to which the guy then had to escalate again and said that he understands the frustration i am feeling and the stress in my voice. not long after i get an email from a superior manager that my case has been escalated to and this time im told that the best they can do is offer me 24 (4 more than the original best i can do) which i find very insulting. the way this company has handled this situation is disgraceful no empathy shown, they have the choice to use discretion in cases like this especially when im willing to provide evidence of my mum being in hospital (which i dont think anyone should have to prove!) the way this company has dealt with this just shows they care more about making money than their customers, my first experience and my last !",1
"913","quick and easy",5
"914","horrible experiencehorrible experience. i wasnt able to change my tickets even when the airline changed the hours",1
"915","nice and easy to use",5
"916","trip.com scammed me off of my moneytrip.com scammed me off of my money when i booked a flight to finland from frankfurt and payed extra for insurance in case i cannot fly. i called the tech support in germany and was greeted by non german/ people who barely spoke german ( indians). on request to get my flight cancled they told me i did not book a insurance and my money would be all gone if i refund it, leaving me with another option to change my flight date and pay extra again.do not use this website! it will scam you of your money",1
"917","update flight timeit is good to know flight change information in advance.",5
"918","the facts and certaintystill dont know the fate of my luggage during the terminal change",3
"919","my hotel choice was horrible.",4
"920","every time you book they want you toevery time you book they want you to leave a #tripmoments. then they never approve it. trip just wants free content",1
"921","all in onereliable, everything i need in one app.",5
"922","great rates when compared to othergreat rates when compared to other. forex charges keep in mind. use only forex cards.",5
"923","very easy to use this app.veryvery easy to use this app.very helpfull.lastly this app is more cheap than any app to use",5
"924","very nice guy with good tone HAPPYSMILE ",5
"925","you people waited until i was doneyou people waited until i was donenot easy to fill all info quick enoughother agencies change the price as you turn around",4
"926","easy and great",5
"927","taiwani like to use your service travel everywhere",5
"928","latest updategood to know that trip.com provide latest update",5
"929","warning do not use !!!absolutely joke of a company whose staff are well trained to be polite with customer and give misleading information. they act as agents for the airlines and when things goes wrong they throw all the airlines policies at you, never taking ownership of their misleading advice. they are happy to leave customers stranded abroad offering no assistance and when challenged, can't give proper explanation for failure. an apology is all they offer when you suffer financial loss due to their/airlines failure. please do not use!!!",1
"930","fastfast, convenient and great pricing!",5
"931","very easy to use great price!easy to navigate great price. easy itinerary and access to booking info with airline.",5
"932","great customer servicemustafa from the uk customer service team was extremely helpful and patient. thank you",5
"933","great place to spend time with belovedgreat place to spend time with beloved ones. great customer service and friendly staff",5
"934","i have used trip.com couple of yearsi have used trip.com couple of years ago. compared to booking.com and expedia, still think trip.com is the best for us. i will order our train trip ticket in china later",5
"935","really after chargeback through bank loldear paul,thank you for your email and for expressing your concerns regarding the requirement for a medical certificate as proof. we apologize for any confusion or inconvenience caused by this policy.we understand your frustration and assure you that we will forward your complaint to the relevant department. if you cancel the dispute of the payment , we are glad to offer you 5.4gbp as a gesture of goodwill. the goodwill gesture of 5.4 gbp could be converted to your currency of choice. if you do not wish to receive the amount in , do let us know by responding to this emailso that we can revert you back with a remittance link to collect your bank information to proceed with the bank transfer.the 5.4gbp also could be converted to trip coins and then credited to a registered member account. with trip coins, you will be able to save instantly by selecting trip coins on the payment page when you book flights, hotels, trains, tours & tickets, car rentals, and airport transfers (you need to select save with trip coins during the booking process). 100 trip coins are equal to about us$1(or equivalent currency). if you are willing to receive coins, please simply reply to us with the email address linked to a registered member account.if you agree with this resolution. please cancel the dispute and tell us your preferred choice of compensation. should you need any further assistance, please feel free to contact us during our business hours (support hours: 09:00 02:00(+1) singapore time) .if you need any further assistance , please don't hesitate to contact us.best regards,laurencustomer support team",1
"936","clean and very friendly!!!",5
"937","my flight was changed to next daymy flight was changed to next day. i was notified that i have to cancel even i have checked in.",1
"938","for foreigner use ctrip to book air ticketalthough quite messy but finally get the booking done thanks",5
"939","why delay ticket issuing for 96hrit would be perfect if ticket could be issued at the same time they received payment.",4
"940","good and friendgood and friendto book",5
"941","avoid at all costs!the incident in question pertains to a customer who had made a reservation through trip.com in good faith, for return flights ldn to seville with vueling airlines. regrettably, trip.com provided vueling airlines with their corporate details rather than the customer's information. this oversight led to the customer being abandoned for three days, stranded without the resources to secure alternative arrangements, including accommodation and essential services. airline could not assist due to gdp & the incorrect information trip had given them. trip.com blames the airline(deflecting blame for their error) and left us abandoned. we can not independently claim from veuling as their contract is with trip.com and trip.com have been refusing for 10 weeks to assist, referring us back to a website every time.the lack of immediate resolution to this grave error, along with trip.com's unwillingness to address the financial losses incurred by the customer, is a matter of great concern. this situation not only represents a clear breach of trust but also raises questions about the company's accountability and ethical standards. their customer service is appalling, repeated scripted responses, providing irrelevant information, deflecting blame, passes the buck and vague repetitive responses. please avoid at all costs they over charge and do not provide the service you pay for and in the event of your flight or hotel being cancelled be rest assured you are on your own!. my personal experience is minus 100 stars! they need to retrain their staff and change their systems to an ethical standard. effective customer service should aim to actively listen to customers, address their concerns, and provide timely and relevant solutions or information to create a positive and satisfying interaction. this sadly does not happen @trip.com",1
"942","fast transaction HAPPYSMILE ",5
"943","so easy to useso easy to use, using on everything: hotels flights sim cards",5
"944","yes trip.com is doing very well jobyes trip.com is doing very well job. nicely performed booking action as shown price in website.",4
"945","it's been a satisfying experience toit's been a satisfying experience to use trip. com",4
"946","one night stayhotel warm room large with comfortable seats. good beds. clean. for us shower disappointing as it is in bath and that is not easy for us. could shower only rooms be offered? breakfast area was very nice. breakfast very good with lots of choice in fruits, cereals, juices etc. with nicely cooked hot breakfast reception disappointing. very business like only asking name of booking. no pleasantries at all. had to ask for times of breakfast and where it was served. lift was broken, no offer of help, although alternative longer route without stairs was given. for us breakfast times disappointing. there for restful night and easy morning. breakfast finished at 9.30 so we felt we needed to be there by 9.00 and had hoped for lazier morning. 10.00 would have been good although i realise other factors will have to be considered by hotel. overall satisfied would return if necessary but unlike some hotels we visit we would probably consider others in area.",3
"947","for expats this is the go to app forfor expats this is the go to app for travel in and out of china. service is flawless with excellent trip planning software for fastest flights and lowest cost flights. prices are competitive and the many options such as extra luggage, lounge use etc clearly explained and useful and welcome options.note. i had an upgrade to the first class lounge gratis. be aware this is for the lounge before you enter the security area. i was unaware there are multiple first class lounges and was rejected (politely) from the lounge inside the secure waiting area. so that was a wasted and disappointing mistake.",5
